Lp.;Adres_Ulica_i_numer;Adres_Kod_pocztowy;Adres_Miasto;Adres_Wojewodztwo
17799;GRABOWA 3/68;85-601;BYDGOSZCZ;bd
17800;SZAROTKI 11/2;71-604;SZCZECIN;bd
17801;JELENIA 11;70-791;SZCZECIN;bd
17802;JELENIA 11;70-791;SZCZECIN;bd
17803;TUWIMA 4A/6;81-597;GDYNIA;bd
17804;CHOPINA 39/13;05-500;PIASECZNO;bd
17805;GLINNIK 18;21-143;GLINNIK;bd
17806;KRYSZTAŁOWA 11/38;20-411;LUBLIN;bd
17807;ŚWIĘTEGO JÓZEFA 68-68A/19;87-100;TORUŃ;bd
17808;STARA 3;44-282;CZERNICA;bd
17809;WESOŁA 3;43-600;JAWORZNO;bd
17810;ZAKOPIAŃSKA 29;34-700;RABKA-ZDRÓJ;bd
17811;ZAKOPIAŃSKA 29;34-700;RABKA-ZDRÓJ;bd
17812;MAKSYMILIANA MARII KOLBEGO 22/4;34-730;MSZANA DOLNA;bd
17813;DWORCOWA 7/55;62-510;KONIN;bd
17814;OSTRÓW SWIECKI 51;86-200;CHEŁMNO;bd
17815;PARKOWA 1/7;26-900;KOZIENICE;bd
17816;KOLEJOWA 18A;26-902;GRABÓW NAD PILICĄ;bd
17817;MIKOŁAJA KOPERNIKA 12;32-800;BRZESKO;bd
17818;BOGUMIŁY I BARBARY 14/30;62-800;KALISZ;bd
17819;FILOMATÓW 14/10;42-217;CZĘSTOCHOWA;bd
17820;FLESZAROWA-MUSKAT 11/3;81-589;GDYNIA;bd
17821;ODDZIAŁ 83A;82-110;KĄTY RYBACKIE;bd
17822;KIELECKA 6B/4;84-230;RUMIA;bd
17823;RZESZOWSKA 7/93;39-460;NOWA DĘBA;bd
17824;WOJCIECHA ŻYWNEGO 6/83;20-854;LUBLIN;bd
17825;WYSOKA GŁOGOWSKA 66;36-061;WYSOKA GŁOGOWSKA;bd
17826;OS.XXX-LECIA 4/61;11-500;GIŻYCKO;bd
17827;WOJSKA POLSKIEGO 51/23;88-100;INOWROCŁAW;bd
17828;TADEUSZA KOŚCIUSZKI 29;64-800;CHODZIEŻ;bd
17829;KOMUNY PARYSKIEJ 29C/6;63-400;OSTRÓW WIELKOPOLSKI;bd
17830;WYZWOLENIA 3;40-756;KATOWICE;bd
17831;ZAKOPIAŃSKA 2A/80;30-418;KRAKÓW;bd
17832;WŁADYSŁAWA JAGIEŁŁY 5/77;83-110;TCZEW;bd
17833;SZEPLARZYZNA 7;14-200;IŁAWA;bd
17834;ELIZY ORZESZKOWEJ 34/3;59-300;LUBIN;bd
17835;CZCIBORA 2/6;71-667;SZCZECIN;bd
17836;STANISŁAWA TACZAKA 506A;71-177;SZCZECIN;bd
17837;JACNIA 27A;22-442;JACNIA;bd
17838;KOSZALIŃSKA 66;75-900;KOSZALIN;bd
17839;SZCZĘŚLIWA 5/54;85-792;BYDGOSZCZ;bd
17840;BALIN 21;99-200;PODDĘBICE;bd
17841;TUCHOLSKA 7B/28;86-105;ŚWIECIE;bd
17842;DOLNOŚLĄSKIE 331/34;97-400;BEŁCHATÓW;bd
17843;MIĘTKIE 65;22-530;MIĘTKIE;bd
17844;OGRODOWA 6/1;57-540;LĄDEK-ZDRÓJ;bd
17845;SAHRYŃ 99/1;22-530;MIRCZE;bd
17846;KALISKA 11/2;78-100;KOŁOBRZEG;bd
17847;KOŚCIELNA 10;62-290;MIEŚCISKO;bd
17848;BARTNICZA 47/8;71-487;SZCZECIN;bd
17849;JACENTÓW 4;26-230;JACENTÓW;bd
17850;BOLESŁAWA CHROBREGO 12A/11;66-400;GORZÓW WIELKOPOLSKI;bd
17851;NOWA 15;42-600;TARNOWSKIE GÓRY;bd
17852;SKŁODOWSKIEJ-CURIE 1B/9;86-105;ŚWIECIE;bd
17853;KSIECIA WLADYSLAWA 12C/6;44-240;ŻORY;bd
17854;MIKOŁAJA KOPERNIKA 29/1;82-300;ELBLĄG;bd
17855;WIKLINOWA 9;09-200;SIERPC;bd
17856;KORCZAKA 26/6;82-300;ELBLĄG;bd
17857;DĄBROWSKIEGO 1B/7;95-015;GŁOWNO;bd
17858;CHĘCIŃSKA 20;26-065;PIEKOSZÓW;bd
17859;CHĘCIŃSKA 20;26-065;PIEKOSZÓW;bd
17860;GRUNWALDZKA 13D/15;12-140;ŚWIĘTAJNO;bd
17861;PRZEMYSKA 15A/7;80-180;GDAŃSK;bd
17862;GRUNWALDZKA 4B/8;72-100;GOLENIÓW;bd
17863;JELENIOGÓRSKA 3E/17;80-180;GDAŃSK;bd
17864;IGNACEGO KRASICKIEGO 21/1;26-680;WIERZBICA;bd
17865;GÓRZYSTA 5/11/10;27-400;OSTROWIEC ŚWIĘTOKRZYSKI;bd
17866;KAZIMIERZA PRZERWY-TETMAJERA 4/8;96-100;SKIERNIEWICE;bd
17867;BOLESŁAWA KRZYWOUSTEGO 54/12;70-315;SZCZECIN;bd
17868;ŻEROMSKIEGO 41;48-130;KIETRZ;bd
17869;NIEDZIAŁKOWSKIEGO 7C/9;10-345;OLSZTYN;bd
17870;SŁONECZNA 12;62-700;TUREK;bd
17871;UL. KŁODNICKA 3/24;54-217;WROCŁAW;bd
17872;KORMORANÓW 6/15;44-100;GLIWICE;bd
17873;BOBRZA 38/14;54-220;WROCŁAW;bd
17874;JULIUSZA SŁOWACKIEGO 10A/7;08-500;RYKI;bd
17875;SZTOMBERGI 53;28-200;STASZÓW;bd
17876;SZTOMBERGI 53;28-200;STASZÓW;bd
17877;ZIELNA 17A;26-600;RADOM;bd
17878;DASZYŃSKIEGO 25/3;95-070;ALEKSANDRÓW ŁÓDZKI;bd
17879;KLINY 42A;20-388;LUBLIN;bd
17880;STANISŁAWA TESSARO 1/2;21-500;BIAŁA PODLASKA;bd
17881;PLAC 23 STYCZNIA 2/3;63-400;OSTRÓW WIELKOPOLSKI;bd
17882;NARCYZOWA 16/18;81-653;GDYNIA;bd
17883;DOBRZEJÓW 10M;59-222;DOBRZEJÓW;bd
17884;DOBRZEJÓW 10M;59-222;DOBRZEJÓW;bd
17885;PRZEDEDWORZE 125;26-020;CHMIELNIK;bd
17886;PRZEDEDWORZE 125;26-020;CHMIELNIK;bd
17887;DĘBY SZLACHECKIE 76;62-613;DĘBY SZLACHECKIE;bd
17888;KOWALKÓW WIEŚ 28;26-713;KOWALKÓW;bd
17889;BITWY POD PŁOWCAMI 12/1;81-775;SOPOT;bd
17890;GDAŃSKA 43/3;59-700;BOLESŁAWIEC;bd
17891;NIEMODLIŃSKA 13/6;45-710;OPOLE;bd
17892;MIKOŁAJA REJA 2/2;27-200;STARACHOWICE;bd
17893;PADEREWSKIEGO 28/27;26-600;RADOM;bd
17894;GOŚCISŁAW 20/3;55-340;UDANIN;bd
17895;BUDZISZYŃSKA 134/3;54-436;WROCŁAW;bd
17896;GŁÓWNA 110;44-290;JEJKOWICE;bd
17897;OSIEDLE CENTRUM C 9/67;31-931;KRAKÓW;bd
17898;MALARSKA 6;44-266;ŚWIERKLANY;bd
17899;WŁOSTOWICKA 83;24-100;PUŁAWY;bd
17900;LUBELSKA 94;24-173;MARKUSZÓW;bd
17901;WIERZBICK 5;87-600;WIERZBICK;bd
17902;NOWY TARG 13/1;50-142;WROCŁAW;bd
17903;TYTUSA CHAŁUBIŃSKIEGO 5A/9;80-807;GDAŃSK;bd
17904;ŻURADZKA 32;32-300;OLKUSZ;bd
17905;JANA PAWŁA II 98;21-150;KOCK;bd
17906;JANA PAWŁA II 98;21-150;KOCK;bd
17907;STAWOWA 23A;34-730;MSZANA DOLNA;bd
17908;MIESZKA I 6/39;88-100;INOWROCŁAW;bd
17909;KS.KARDYNAŁA STEFANA WYSZYŃSKIEGO 7/16;42-400;ZAWIERCIE;bd
17910;ŁUŻYCKA 49/2;11-040;DOBRE MIASTO;bd
17911;PODRZECZNA 20/3;99-300;KUTNO;bd
17912;DĄBROWA TOMASZOWSKA DZ 140/7;22-600;DĄBROWA TOMASZOWSKA;bd
17913;DŁUGOSZA 54;43-188;ORZESZE;bd
17914;STOŁUŃ 6/1;66-330;STOŁUŃ;bd
17915;WOJSKA POLSKIEGO 2A/22;22-200;WŁODAWA;bd
17916;SOSZYCA DZIAŁKA NR 504 I 505 12;77-100;BYTÓW;bd
17917;HUTA MAZOWSZAŃSKA 38B;26-624;KOWALA-STĘPOCINA;bd
17918;ŁANY 15;24-173;MARKUSZÓW;bd
17919;PL. LUDWIKA HIRSZFELDA 5/5;53-413;WROCŁAW;bd
17920;PRZYBYSŁAWICE 13;21-080;PRZYBYSŁAWICE;bd
17921;PRZYBYSŁAWICE 13;21-080;PRZYBYSŁAWICE;bd
17922;MARIANA MOKWY 8/3;81-718;SOPOT;bd
17923;OSIEDLE ZACHÓD B19/A1;73-110;STARGARD;bd
17924;MROCZKÓW KAPTURÓW 18;26-120;MROCZKÓW-KAPTURÓW;bd
17925;ROPA 1005;38-312;ROPA;bd
17926;ROKITY 81/1;77-123;ROKITY;bd
17927;SKOROSZEWSKA 11/83;02-495;WARSZAWA;bd
17928;HERDERA 20/26;10-691;OLSZTYN;bd
17929;JURAJSKA 4/121;02-699;WARSZAWA;bd
17930;KOLANOWSKA 13A;46-024;ŁUBNIANY;bd
17931;KOLANOWSKA 13A;46-024;ŁUBNIANY;bd
17932;KOLANOWSKA 13A;46-024;ŁUBNIANY;bd
17933;MARCINA DRAGANA 9/17;80-807;GDAŃSK;bd
17934;WYZWOLENIA 17/11;95-070;ALEKSANDRÓW ŁÓDZKI;bd
17935;BISKUPICE ZABARYCZNE 64;63-510;BISKUPICE ZABARYCZNE;bd
17936;PUŁASKIEGO 10;41-300;DĄBROWA GÓRNICZA;bd
17937;KALISKA 2/3;63-460;NOWE SKALMIERZYCE;bd
17938;GRUDZIĄDZKA 12/20;87-100;TORUŃ;bd
17939;RYNEK 12/11;58-150;STRZEGOM;bd
17940;HENRYKA SIENKIEWICZA 12/22;24-100;PUŁAWY;bd
17941;JEDNOŚCI NARODOWEJ 49/10;50-260;WROCŁAW;bd
17942;11 LISTOPADA 27;21-200;PARCZEW;bd
17943;GEN. WŁADYSŁAWA SIKORSKIEGO 5/25;95-070;ALEKSANDRÓW ŁÓDZKI;bd
17944;WIELUŃSKA 1/74;01-240;WARSZAWA;bd
17945;FALISTA 5B/27;81-331;GDYNIA;bd
17946;ŁÓDZKA 12A/10;99-200;PODDĘBICE;bd
17947;RZECHTA 86C;98-200;SIERADZ;bd
17948;TURZA WIELKA 79A;13-200;TURZA WIELKA;bd
17949;ŚW. BENEDYKTA 10/3;30-536;KRAKÓW;bd
17950;POCHYŁA 5/36;77-100;BYTÓW;bd
17951;KIERSZTANOWO 18/2;14-107;KIERSZTANOWO;bd
17952;CZEREŚNIOWA 12/73;21-040;ŚWIDNIK;bd
17953;GROCHOWSKA 89B/7;60-337;POZNAŃ;bd
17954;ZŁOTOWSKA 4;60-184;POZNAŃ;bd
17955;GROCHOWSKA 89B/9;60-337;POZNAŃ;bd
17956;CHMURNA 3;43-300;BIELSKO-BIAŁA;bd
17957;WSCHODNIA 14/13;28-200;STASZÓW;bd
17958;ZAWADA 134I;33-112;ZAWADA;bd
17959;OBROŃCÓW POKOJU 3;95-100;ZGIERZ;bd
17960;GENERAŁA LEOPOLDA OKULICKIEGO 1B/31;37-450;STALOWA WOLA;bd
17961;STEFANA CZARNIECKIEGO 2;37-100;ŁAŃCUT;bd
17962;MARSZ. JÓZEFA PIŁSUDSKIEGO 16/1;97-215;SPAŁA;bd
17963;EUGENIUSZA WILCZKOWSKIEGO 7;09-500;GOSTYNIN;bd
17964;KORFANTEGO 2B/23;44-240;ŻORY;bd
17965;GARNCARSKA 1/4;64-800;CHODZIEŻ;bd
17966;WOLNOŚCI 1/2;42-674;LARYSZÓW;bd
17967;NIEŻYCHOWICE 56/1;89-620;NIEŻYCHOWICE;bd
17968;KSIĄŻĄT POMORSKICH 34/37;89-600;CHOJNICE;bd
17969;ZARZECZE 12/17;18-220;CZYŻEW;bd
17970;JAGIELLOŃSKA 21;13-300;NOWE MIASTO LUBAWSKIE;bd
17971;JAGIELLOŃSKA 21;13-300;NOWE MIASTO LUBAWSKIE;bd
17972;CZUPRYNOWO 45;16-123;KUŹNICA;bd
17973;KORCZAKA 8A;43-600;JAWORZNO;bd
17974;JAROSŁAWA IWASZKIEWICZA 13/11;42-224;CZĘSTOCHOWA;bd
17975;WIATRAKI 3B;21-400;ŁUKÓW;bd
17976;SPÓŁDZIELCÓW 15/15;43-300;BIELSKO-BIAŁA;bd
17977;KONONOWICZA 22;05-660;WARKA;bd
17978;NAD MŁYNÓWKĄ 18/4;32-600;OŚWIĘCIM;bd
17979;KRASICKIEGO 7/5;43-600;JAWORZNO;bd
17980;RODZIEWICZÓWNY 4;43-600;JAWORZNO;bd
17981;KOŁŁĄTAJA 35/11;24-100;PUŁAWY;bd
17982;GLINIKI 38;44-340;GODÓW;bd
17983;SPORTOWA 3D/3;43-600;JAWORZNO;bd
17984;WŁODZIMIERZA MAJAKOWSKIEGO 14;63-400;OSTRÓW WIELKOPOLSKI;bd
17985;JESIENNA 16;59-900;ZGORZELEC;bd
17986;STASZICA 32;63-700;KROTOSZYN;bd
17987;KOZARZE 90;18-230;CIECHANOWIEC;bd
17988;GRUBNO 38A/18;86-212;STOLNO;bd
17989;ŻYTNIA 64A/26;01-156;WARSZAWA;bd
17990;JAŚMINOWA 7;09-412;NOWE PROBOSZCZEWICE;bd
17991;OS. ARMII KRAJOWEJ 148/4;61-381;POZNAŃ;bd
17992;TOPOLOWA 12/35;43-502;CZECHOWICE-DZIEDZICE;bd
17993;BALBINKI 8/27;02-495;WARSZAWA;bd
17994;OŚ.XXX LECIA 15/58;47-303;KRAPKOWICE;bd
17995;SOLIDARNOŚCI 1 A/24;41-706;RUDA ŚLĄSKA;bd
17996;OS. POWSTAŃCÓW WARSZAWY 7/10;61-656;POZNAŃ;bd
17997;SMARDZEWSKA 86;95-100;ZGIERZ;bd
17998;GODZIKOWICE 75/7;55-200;GODZIKOWICE;bd
17999;HOŻA 6/8;87-700;ALEKSANDRÓW KUJAWSKI;bd
18000;DWORCOWA 33/90;10-437;OLSZTYN;bd
18001;OS. JANA III SOBIESKIEGO 22/155;60-688;POZNAŃ;bd
18002;LEOPOLDA STAFFA 30B/21;95-100;ZGIERZ;bd
18003;PIASKOWA 28;44-264;JANKOWICE;bd
18004;ŚWIERKOWA 5;76-200;SŁUPSK;bd
18005;KOPERNIKA 23/4;43-200;PSZCZYNA;bd
18006;RYNEK 26;27-200;STARACHOWICE;bd
18007;EMILII PLATER 7/8;48-100;GŁUBCZYCE;bd
18008;ŻOŁNIERZY I ARMII WOJSKA POLSKIEGO 9/15;38-500;SANOK;bd
18009;MARIANÓW 42;62-704;MARIANÓW;bd
18010;DZIAŁKA NR 269/10;64-140;WŁOSZAKOWICE;bd
18011;WIERZCHY 31;86-150;WIERZCHY;bd
18012;GÓRNIKÓW 7;59-730;NOWOGRODZIEC;bd
18013;UNISŁAWY 5/30;71-402;SZCZECIN;bd
18014;JULIANA TUWIMA 1/50;21-040;ŚWIDNIK;bd
18015;GAJOWA 43/62;26-600;RADOM;bd
18016;MODRZEJEWSKIEJ 39/8;75-721;KOSZALIN;bd
18017;ŚW. DUCHA 88 II/54;88-100;INOWROCŁAW;bd
18018;JODŁOWA 3/57;16-001;IGNATKI-OSIEDLE;bd
18019;SKOROCHÓD MAJEWSKIEGO 28/102;02-104;WARSZAWA;bd
18020;TADEUSZA KOŚCIUSZKI 29/4;81-702;SOPOT;bd
18021;RZEŹNIANA 33A;21-500;BIAŁA PODLASKA;bd
18022;KORCZAK 24B/10;62-800;KALISZ;bd
18023;KOSCIUSZKI 28/1;44-370;PSZÓW;bd
18024;KOSCIUSZKI 28/1;44-370;PSZÓW;bd
18025;BOISKOWA 23;05-080;HORNÓWEK;bd
18026;STANISŁAWA STASZICA 3/22;35-051;RZESZÓW;bd
18027;POMORSKA 14A/10;80-333;GDAŃSK;bd
18028;CICHOBÓRZ 51/13;22-500;CICHOBÓRZ;bd
18029;POTARZYCA 33;63-840;KROBIA;bd
18030;NOWA 17;32-020;WIELICZKA;bd
18031;BANDURSKIEGO 50B/5;32-065;KRZESZOWICE;bd
18032;STARY GIELĄD 25;11-731;STARY GIELĄD;bd
18033;POLICHTY 26;33-182;POLICHTY;bd
18034;POLICHTY 26;33-182;POLICHTY;bd
18035;WYZWOLENIA 67A;20-368;LUBLIN;bd
18036;WINCENTEGO WITOSA 3/8;34-600;LIMANOWA;bd
18037;GRUNWALDZKA 97/50;32-540;TRZEBINIA;bd
18038;ELIZY ORZESZKOWEJ 2;47-330;ZDZIESZOWICE;bd
18039;KAZIMIERZA KRÓLEWICZA 71/6;71-551;SZCZECIN;bd
18040;CISNA 426/4;38-607;CISNA;bd
18041;LUDWIKA SOLSKIEGO 9/12;31-216;KRAKÓW;bd
18042;PRZEDWIOŚNIE 1/59;20-533;LUBLIN;bd
18043;RĘBISZEWO-ZEGADŁY 19;18-315;RĘBISZEWO-ZEGADŁY;bd
18044;RĘBISZEWO-ZEGADŁY 19;18-315;RĘBISZEWO-ZEGADŁY;bd
18045;DR. BRONISŁAWA HAGERA 7/1;41-800;ZABRZE;bd
18046;POMORSKA 14B/14;80-333;GDAŃSK;bd
18047;WIDOK 91/2;62-800;KALISZ;bd
18048;ŻELAZÓWKA 20;33-200;ŻELAZÓWKA;bd
18049;MECHANICZNA 9/1;70-708;SZCZECIN;bd
18050;GŁOWACKIEGO 25;34-220;MAKÓW PODHALAŃSKI;bd
18051;SŁOWACKIEGO 32/13;60-825;POZNAŃ;bd
18052;RUDKA 41H;12-100;RUDKA;bd
18053;JUTRZENKI 7/82;43-300;BIELSKO-BIAŁA;bd
18054;LEŚNA 23/13;24-100;PUŁAWY;bd
18055;MURARSKA 14/1;76-200;SŁUPSK;bd
18056;SZPITALNA 3/1;82-340;TOLKMICKO;bd
18057;ŁOSINIEC 116;22-672;ŁOSINIEC;bd
18058;TADEUSZA KOŚCIUSZKI 1/5;58-310;SZCZAWNO-ZDRÓJ;bd
18059;TARTACZNA 15;78-540;KALISZ POMORSKI;bd
18060;OLSZANKOWA 19;05-124;SKRZESZEW;bd
18061;LAWENDOWA 28/1;98-220;ZDUŃSKA WOLA;bd
18062;KS. JERZEGO POPIEŁUSZKI 105/27;38-400;KROSNO;bd
18063;SKOTNIK 16;37-100;ŁAŃCUT;bd
18064;PRZEBENDOWSKIEGO 18/1;84-100;PUCK;bd
18065;TETMAJERA 10/16;75-610;KOSZALIN;bd
18066;29 LISTOPADA 63/4;99-300;KUTNO;bd
18067;GEN. JANA HENRYKA DĄBROWSKIEGO 13;62-040;PUSZCZYKOWO;bd
18068;KORCZAKA 6;83-000;PRUSZCZ GDAŃSKI;bd
18069;GRABIONNA 42/1;89-350;GRABIONNA;bd
18070;GRABIONNA 42/1;89-350;GRABIONNA;bd
18071;STAWOWA 18;26-680;RUDA WIELKA;bd
18072;KSIĘCIA TROJDENA 5/5;02-109;WARSZAWA;bd
18073;STEGNY 42B;14-400;PASŁĘK;bd
18074;JAŚMINOWA 3;84-120;CHŁAPOWO;bd
18075;JAŚMINOWA 3;84-120;CHŁAPOWO;bd
18076;JAŚMINOWA 3;84-120;CHŁAPOWO;bd
18077;BITWY POD STUDZIANKAMI 1/69;33-100;TARNÓW;bd
18078;RYCERSKA 5/73;20-552;LUBLIN;bd
18079;GIEŁGUDA 10;19-206;RAJGRÓD;bd
18080;NIEPODLEGŁOŚCI 35/6;58-300;WAŁBRZYCH;bd
18081;RZESZOWSKA 94/3;22-670;BEŁŻEC;bd
18082;OSIEDLE DOLNOŚLASKIE 110/41;97-400;BEŁCHATÓW;bd
18083;CHORZOWSKA 63/4;44-100;GLIWICE;bd
18084;CYRANECZKI 2/3;44-122;GLIWICE;bd
18085;SZOPIENICKA 48/9;40-424;KATOWICE;bd
18086;DUŻY RYNEK 35;87-300;BRODNICA;bd
18087;POMORSKA 22/18 KL.A;80-345;GDAŃSK;bd
18088;KALISKA 18/5;62-800;KALISZ;bd
18089;POŁOMIA 141;38-115;POŁOMIA;bd
18090;RACIBORSKA 76/1;47-208;REŃSKA WIEŚ;bd
18091;STRACHOCIN 35;73-110;STRACHOCIN;bd
18092;BULOŃSKA 30/6;80-288;GDAŃSK;bd
18093;BRUDZEW 52/2;62-814;BRUDZEW;bd
18094;BRONIEWSKIEGO 10/51;32-500;CHRZANÓW;bd
18095;KOMANDOSÓW 9/10;30-334;KRAKÓW;bd
18096;DOLNA 8;59-900;ŁAGÓW;bd
18097;IGNACEGO PADEREWSKIEGO 63/3;42-400;ZAWIERCIE;bd
18098;SMOLUCHOWSKIEGO M. 6/66;02-679;WARSZAWA;bd
18099;MYŚLIBORZYCE 1B;49-314;PISARZOWICE;bd
18100;LISIA 16;42-271;CZĘSTOCHOWA;bd
18101;PIASTOWSKA 40A/7;66-300;MIĘDZYRZECZ;bd
18102;ZAWISZAKÓW 2/203;45-288;OPOLE;bd
18103;NARCYZA GIERYNA 1/134;85-795;BYDGOSZCZ;bd
18104;KARSIBÓR 3/1;78-609;KARSIBÓR;bd
18105;BRZEZINY 54;73-220;BRZEZINY;bd
18106;BRZEZINY 54;73-220;BRZEZINY;bd
18107;LUTÓWKO 10;74-320;LUTÓWKO;bd
18108;JANUSZA KORCZAKA 4/1;82-300;ELBLĄG;bd
18109;SIENKIEWICZA 38A;49-200;GRODKÓW;bd
18110;WYCZÓŁKOWSKIEGO 10/3;85-092;BYDGOSZCZ;bd
18111;WŁADYSŁAWA GRABOWSKIEGO 3/10;81-602;GDYNIA;bd
18112;KARWOWO SZLACHECKI 13A;09-470;BODZANÓW;bd
18113;JANA KIEPURY 11/123B;20-838;LUBLIN;bd
18114;SZYMBARK 339;38-311;SZYMBARK;bd
18115;BACZYŃSKIEGO 1B/3;81-597;GDYNIA;bd
18116;PARKOWA 42/7;64-100;LESZNO;bd
18117;SŁONECZNA 3/35;38-300;GORLICE;bd
18118;ZADWORNA 43;62-740;ZADWORNA;bd
18119;ZADWORNA 43;62-740;ZADWORNA;bd
18120;OĆWIEKA 22;88-410;OĆWIEKA;bd
18121;OĆWIEKA 22;88-410;OĆWIEKA;bd
18122;OĆWIEKA 22;88-410;OĆWIEKA;bd
18123;KALINOWA 11/56;21-040;ŚWIDNIK;bd
18124;ODKRYTA 55C/27;03-140;WARSZAWA;bd
18125;TWARDOWSKIEGO 37/39;30-312;KRAKÓW;bd
18126;NAD KANIĄ 126;63-800;GOSTYŃ;bd
18127;BOLESŁAWA PRUSA 2;07-417;OSTROŁĘKA;bd
18128;SUCHA 18J;81-577;GDYNIA;bd
18129;KS. MJR. MATEUSZA ZABŁOCKIEGO 11A/7;62-200;GNIEZNO;bd
18130;PARKOWA 42/10;64-100;LESZNO;bd
18131;KORCZOKA 58/14;41-806;ZABRZE;bd
18132;PODGAJE 62;63-100;NOCHOWO;bd
18133;SPORTOWA 3;63-810;BOREK WIELKOPOLSKI;bd
18134;SZTURMANÓW 2/1;81-560;GDYNIA;bd
18135;SURMANA 6/7;81-333;GDYNIA;bd
18136;WRONIA 19/7;59-300;LUBIN;bd
18137;DZ.NR 877/1 0/0;78-400;GWDA WIELKA;bd
18138;GEN. WŁADYSŁAWA SIKORSKIEGO 124/11;66-400;GORZÓW WIELKOPOLSKI;bd
18139;MIKOŁAJA KOPERNIKA 23/47;26-300;OPOCZNO;bd
18140;POWSTAŃCÓW WARSZAWY 3A/13;21-100;LUBARTÓW;bd
18141;CICHE 95;87-305;ZBICZNO;bd
18142;SKARSZEWO 57/2;14-202;SKARSZEWO;bd
18143;KARDYNAŁA WYSZYŃSKIEGO 38A/1;87-600;LIPNO;bd
18144;JACKA MALCZEWSKIEGO 27/57;58-309;WAŁBRZYCH;bd
18145;STASZICA 6D/8;73-200;CHOSZCZNO;bd
18146;ROMAŃSKA 45;62-800;KALISZ;bd
18147;CHROBREGO 14/43;15-201;BIAŁYSTOK;bd
18148;KOSYNIERÓW GDYŃSKICH 21/3;86-300;GRUDZIĄDZ;bd
18149;ARKI BOŻKA 26/3;47-420;KUŹNIA RACIBORSKA;bd
18150;KOPALNIANA 10A/16;27-200;STARACHOWICE;bd
18151;WYSOKA 64;44-240;ŻORY;bd
18152;WYSOKA 64;44-240;ŻORY;bd
18153;CICHA 3;05-300;BUDY BARCZĄCKIE;bd
18154;IZABELIN 13;05-306;IZABELIN;bd
18155;POSTOŁOWO 10A;83-042;POSTOŁOWO;bd
18156;POSTOŁOWO 10A;83-042;POSTOŁOWO;bd
18157;JEZIOROWA 28B;03-991;WARSZAWA;bd
18158;OSTROŁĘCKA 60;07-402;BIAŁOBIEL;bd
18159;OSTROŁĘCKA 60;07-402;BIAŁOBIEL;bd
18160;EMILII PLATER 6/1;41-103;SIEMIANOWICE ŚLĄSKIE;bd
18161;DWORKOWA 47;05-332;SIENNICA;bd
18162;DWORKOWA 47;05-332;SIENNICA;bd
18163;NIEPODLEGŁOŚCI 13B/29;20-246;LUBLIN;bd
18164;OBROŃCÓW WYBRZEŻA 10A/23;80-398;GDAŃSK;bd
18165;MIŁOCHÓW 12A;58-125;PSZENNO;bd
18166;ZAMKOWA 5;23-100;BYCHAWA;bd
18167;KAZIMIERZA PORĘBSKIEGO 47/14;80-180;GDAŃSK;bd
18168;SIKORSKIEGO 5G/4;44-240;ŻORY;bd
18169;SZAROTEK 6/2;41-709;RUDA ŚLĄSKA;bd
18170;LESCZYNY 7;26-510;CHLEWISKA;bd
18171;RACIBORSKA 547;44-280;RYDUŁTOWY;bd
18172;ZAMOYSKIEGO 4/56;71-444;SZCZECIN;bd
18173;BONAWENTURY GRASZYŃSKIEGO 5/27;62-095;MUROWANA GOŚLINA;bd
18174;HENRYKA SIENKIEWICZA 13/76;24-100;PUŁAWY;bd
18175;PIASKOWA 5/9;24-100;PUŁAWY;bd
18176;OKULICKIEGO 6/90;63-100;ŚREM;bd
18177;LOMPY 4/1/1;44-120;PYSKOWICE;bd
18178;OGRODOWA 2A;24-103;ŻYRZYN;bd
18179;UL. MARII SKŁODOWSKIEJ-CURIE 12;27-600;SANDOMIERZ;bd
18180;STANISŁAWA MIKOŁAJCZYKA 45/9;72-100;GOLENIÓW;bd
18181;MARSZAŁKA JÓZEFA PIŁSUDSKIEGO 11/17;95-050;KONSTANTYNÓW ŁÓDZKI;bd
18182;JAWIDZ 153A;21-077;SPICZYN;bd
18183;JANA PAWŁA II 7/6;37-450;STALOWA WOLA;bd
18184;WRÓBLEWSKIEGO 17/15;24-100;PUŁAWY;bd
18185;DĘBOGÓRSKA 73A;84-230;RUMIA;bd
18186;SMETANY 16/20;92-503;ŁÓDŹ;bd
18187;PŁK. DR. STANISŁAWA WIĘCKOWSKIEGO 82/17;90-758;ŁÓDŹ;bd
18188;OSIEDLE PAWLIKOWSKIEGO 12B/10;44-240;ŻORY;bd
18189;ZIELONA 3;16-010;WASILKÓW;bd
18190;ORZYNY 34/2;12-120;ORZYNY;bd
18191;ORZYNY 34/2;12-120;ORZYNY;bd
18192;KRZEWICA 40/6;22-678;KRZEWICA;bd
18193;SMOLNO WIELKIE 125A;66-120;SMOLNO WIELKIE;bd
18194;NOWOWARSZAWSKA 27/18;17-200;HAJNÓWKA;bd
18195;TURNO 6;21-230;SOSNOWICA;bd
18196;WOJSKA POLSKIEGO 7A/18;21-200;PARCZEW;bd
18197;BOHATERÓW 11;42-470;SIEWIERZ;bd
18198;GRABECZNIK 10;43-360;BYSTRA;bd
18199;PUŁAWSKA 21/21;24-300;OPOLE LUBELSKIE;bd
18200;AKACJOWA 16A/3;47-330;ZDZIESZOWICE;bd
18201;SKROMNA 7;43-300;BIELSKO-BIAŁA;bd
