Lp.;Nr_umowy;Data.poczatku.okresu.ubezpieczenia;Data.konca.okresu.ubezpieczenia;SU_v_PML;Odnow;Adres_Ulica_i_numer;Adres_Kod_pocztowy;Adres_Miasto;Adres_Wojewodztwo;Adres_Kraj;ReasekuracjaO;ReasekuracjaF
16146;M13085665503;29.03.2021;28.03.2022;2,00E+05;TAK;Norwida 13;77-400;Złotów;wielkopolskie;Polska;1,2;NA
16147;M13086070803;23.03.2021;22.03.2022;160000;TAK;Szklary 37;48-388;Szklary;opolskie;Polska;1,2;NA
16148;M13086093703;17.03.2021;16.03.2022;392000;TAK;Henryka Arctowskiego 8B;80-288;Gdańsk;pomorskie;Polska;1,2;NA
16149;M13086403003;31.03.2021;30.03.2022;350000;TAK;Nieznanego Żołnierza 42;77-400;Złotów;wielkopolskie;Polska;1,2;NA
16150;M1308642609;05.09.2021;04.09.2022;310000;TAK;Wolności 11;72-320;Trzebiatów;zachodniopomorskie;Polska;1,2;NA
16151;M1308653009;20.09.2021;19.09.2022;220000;TAK;Stanisława Kossutha 5B;40-844;Katowice;śląskie;Polska;1,2;NA
16152;M13086762703;26.03.2021;25.03.2022;630000;TAK;Podgórna 25;62-007;Biskupice;wielkopolskie;Polska;1,2;NA
16153;M1308691608;23.03.2021;22.03.2022;560000;TAK;Tęczowa 11;80-209;Tuchom;pomorskie;Polska;1,2;NA
16154;M1308691809;26.10.2021;25.10.2022;620000;TAK;Arkuszowa 94;01-934;Warszawa;mazowieckie;Polska;1,2;NA
16155;M13087092103;20.03.2021;19.03.2022;850000;TAK;Aleja Jana Rodowicza Anody 22A;02-786;Warszawa;mazowieckie;Polska;1,2;NA
16156;M1308731209;24.09.2021;23.09.2022;3,00E+05;TAK;Adama Mickiewicza 93;87-100;Toruń;kujawsko-pomorskie;Polska;1,2;NA
16157;M13087331803;28.03.2021;27.03.2022;385000;TAK;Lipowa 17;62-022;Rogalinek;wielkopolskie;Polska;1,2;NA
16158;M13087334203;27.04.2021;26.04.2022;3,00E+05;TAK;Związku Walki Młodych 3;02-786;Warszawa;mazowieckie;Polska;1,2;NA
16159;M13087341803;28.04.2021;27.04.2022;420000;TAK;Rtęciowa 2;70-736;Szczecin;zachodniopomorskie;Polska;1,2;NA
16160;M13087357703;26.03.2021;25.03.2022;350000;TAK;Gen. Tadeusza Pełczyńskiego 32c;01-471;Warszawa;mazowieckie;Polska;1,2;NA
16161;M1308741109;23.08.2021;22.08.2022;740000;TAK;Turniowa 24;60-116;Poznań;wielkopolskie;Polska;1,2;NA
16162;M1308742409;27.09.2021;26.09.2022;340000;TAK;Parkowa 12;87-330;Jabłonowo Pomorskie;kujawsko-pomorskie;Polska;1,2;NA
16163;M1308763409;30.09.2021;29.09.2022;150000;TAK;Marii Konopnickiej 26;66-470;Kostrzyn nad Odrą;lubuskie;Polska;1,2;NA
16164;M13088352803;15.04.2021;14.04.2022;370000;TAK;Bukowa 3;26-900;Kozienice;mazowieckie;Polska;1,2;NA
16165;M13088372303;21.03.2021;20.03.2022;420000;TAK;Urocza (Wesoła) 49;05-075;Warszawa;mazowieckie;Polska;1,2;NA
16166;M1308852209;30.09.2021;29.09.2022;210000;TAK;Kleina Jana 2;85-796;Bydgoszcz;kujawsko-pomorskie;Polska;1,2;NA
16167;M1308852309;29.09.2021;28.09.2022;220000;TAK;Siedlisko 30;64-980;Siedlisko;wielkopolskie;Polska;1,2;NA
16168;M13088524403;17.03.2021;16.03.2022;295000;TAK;Wacława Lachmana 4;09-407;Płock;mazowieckie;Polska;1,2;NA
16169;M1308852709;30.09.2021;29.09.2022;160000;TAK;Borysłowice Zamkowe 46;62-640;Borysławice Zamkowe;wielkopolskie;Polska;1,2;NA
16170;M13088701703;17.03.2021;16.03.2022;280000;TAK;Mała Kamienica 27;58-512;Mała Kamienica;dolnośląskie;Polska;1,2;NA
16171;M13088832103;17.03.2021;16.03.2022;156000;TAK;Topolowa 24;41-303;Dąbrowa Górnicza;śląskie;Polska;1,2;NA
16172;M1308883409;29.09.2021;28.09.2022;3,00E+05;TAK;Kasprowicza 5;96-500;Sochaczew;mazowieckie;Polska;1,2;NA
16173;M1308884109;29.09.2021;28.09.2022;330000;TAK;Swojska 49;70-781;Szczecin;zachodniopomorskie;Polska;1,2;NA
16174;M13088995103;18.03.2021;17.03.2022;248200;TAK;Tysiąclecia 6;40-873;Katowice;śląskie;Polska;1,2;NA
16175;M1308959409;21.11.2021;20.11.2022;490000;TAK;Władysława Orkana 23;44-270;Rybnik;śląskie;Polska;1,2;NA
16176;M13089762603;17.03.2021;16.03.2022;150000;TAK;Wielogórska 74A;59-220;Legnica;dolnośląskie;Polska;1,2;NA
16177;M13089974503;06.04.2021;05.04.2022;435000;TAK;Leśna 6;62-571;Barczygłów;wielkopolskie;Polska;1,2;NA
16178;M1309000009;28.08.2021;27.08.2022;250000;TAK;Bieżanowska 77A;30-826;Kraków;małopolskie;Polska;1,2;NA
16179;M13090141103;15.04.2021;14.04.2022;205000;TAK;Konstytucji 3-go Maja 12;83-200;Starogard Gdański;pomorskie;Polska;1,2;NA
16180;M13090812903;13.07.2021;12.07.2022;5,00E+05;TAK;Siedlecka 61;21-400;Łuków;lubelskie;Polska;1,2;NA
16181;M13090826003;01.04.2021;31.03.2022;310000;TAK;Słoneczna 12;87-500;Rypin;kujawsko-pomorskie;Polska;1,2;NA
16182;M13091509003;19.03.2021;18.03.2022;215000;TAK;Fryderyka Chopina 30;83-000;Pruszcz Gdański;pomorskie;Polska;1,2;NA
16183;M13091519703;01.04.2021;31.03.2022;812000;TAK;Krótka 15;05-140;Borowa Góra;mazowieckie;Polska;1,2;NA
16184;M13091661603;29.05.2021;28.05.2022;420000;TAK;Wapienna 16;50-518;Wrocław;dolnośląskie;Polska;1,2;NA
16185;M13091740503;10.04.2021;09.04.2022;320000;TAK;Tkaczy Śląskich 19;58-400;Kamienna Góra;dolnośląskie;Polska;1,2;NA
16186;M13091740703;02.04.2021;01.04.2022;450000;TAK;Francuska 39;03-905;Warszawa;mazowieckie;Polska;1,2;NA
16187;M13091741703;19.08.2021;18.08.2022;470000;TAK;Stefana Wyszyńskiego 18;83-330;Żukowo;pomorskie;Polska;1,2;NA
16188;M13092199703;17.03.2021;16.03.2022;720000;TAK;Akacjowa 24;32-086;Batowice;małopolskie;Polska;1,2;NA
16189;M13092652103;19.03.2021;18.03.2022;353000;TAK;Władysława Stanisława Reymonta 41C;05-400;Otwock;mazowieckie;Polska;1,2;NA
16190;M13094878403;01.04.2021;31.03.2022;320000;TAK;Lawendowa 13;20-388;Wólka Abramowicka;lubelskie;Polska;1,2;NA
16191;M1309497309;28.08.2021;27.08.2022;590000;TAK;Wróbelka 39;05-500;Zgorzała;mazowieckie;Polska;1,2;NA
16192;M1309501409;12.09.2021;11.09.2022;420000;TAK;Prusy 27a;05-660;Prusy;mazowieckie;Polska;1,2;NA
16193;M1309501709;22.12.2021;21.12.2022;490000;TAK;Symfonii 1;02-787;Warszawa;mazowieckie;Polska;1,2;NA
16194;M1309512809;28.09.2021;27.09.2022;125000;TAK;Wyzwolenia 23;62-510;Konin;wielkopolskie;Polska;1,2;NA
16195;M1309548909;24.09.2021;23.09.2022;450000;TAK;Pieńków 82A;05-152;Pieńków;mazowieckie;Polska;1,2;NA
16196;M13095930303;28.03.2021;27.03.2022;135000;TAK;Strażacki 10;14-500;Braniewo;warmińsko-mazurskie;Polska;1,2;NA
16197;M1309599109;02.10.2021;01.10.2022;308000;TAK;Reymonta 29;05-091;Ząbki;mazowieckie;Polska;1,2;NA
16198;M1309599309;01.10.2021;30.09.2022;4,00E+05;TAK;Ogrodowa 18;81-759;Sopot;pomorskie;Polska;1,2;NA
16199;M1309599409;02.10.2021;01.10.2022;590000;TAK;Ordynacka 9;00-364;Warszawa;mazowieckie;Polska;1,2;NA
16200;M1309615209;01.09.2021;31.08.2022;260000;TAK;Wrocławska 8A;55-311;Kostomłoty;dolnośląskie;Polska;1,2;NA
16201;M13096458803;18.03.2021;17.03.2022;70000;TAK;Bukowa 23;20-353;Lublin;lubelskie;Polska;1,2;NA
16202;M13096460303;05.04.2021;04.04.2022;475000;TAK;Jugosłowiańska 15;03-984;Warszawa;mazowieckie;Polska;1,2;NA
16203;M1309676309;29.09.2021;28.09.2022;70000;TAK;Pawlikkowskiego 17C;44-240;Żory;śląskie;Polska;1,2;NA
16204;M1309701709;04.09.2021;03.09.2022;390000;TAK;Przecławska 20;62-090;Cerekwica;wielkopolskie;Polska;1,2;NA
16205;M13097404103;27.03.2021;26.03.2022;518000;TAK;Aleja Rzeczypospolitej 24;02-972;Warszawa;mazowieckie;Polska;1,2;NA
16206;M1309801709;02.10.2021;01.10.2022;372640;TAK;Mulicka 6a;51-315;Wrocław;dolnośląskie;Polska;1,2;NA
16207;M13098018303;18.03.2021;17.03.2022;230000;TAK;Borzymowska 31;03-565;Warszawa;mazowieckie;Polska;1,2;NA
16208;M1309819709;23.09.2021;22.09.2022;290000;TAK;Tetmajera 13;64-980;Trzcianka;wielkopolskie;Polska;1,2;NA
16209;M1309823509;03.09.2021;02.09.2022;340000;TAK;Lotniskowa 2a;32-080;Zabierzów;małopolskie;Polska;1,2;NA
16210;M1309845209;26.09.2021;25.09.2022;420000;TAK;Skargi Piotra 11;03-514;Warszawa;mazowieckie;Polska;1,2;NA
16211;M1309847709;01.10.2021;30.09.2022;305000;TAK;Stanisława Konieczpolskiego 8b;78-100;Kołobrzeg;zachodniopomorskie;Polska;1,2;NA
16212;M1309848709;02.10.2021;01.10.2022;430000;TAK;Al. Niepodległości 639;81-855;Sopot;pomorskie;Polska;1,2;NA
16213;M1309867909;20.09.2021;19.09.2022;175000;TAK;Gen. Stanisława Maczka 15a;82-200;Malbork;pomorskie;Polska;1,2;NA
16214;M13099197903;27.03.2021;26.03.2022;420000;TAK;Leszczyńska 69E;25-321;Kielce;świętokrzyskie;Polska;1,2;NA
16215;M1309945409;02.10.2021;01.10.2022;515000;TAK;Skłodowskiej 2D;63-100;Śrem;wielkopolskie;Polska;1,2;NA
16216;M1309948009;06.09.2021;05.09.2022;80000;TAK;Kaliska 76;87-800;Włocławek;kujawsko-pomorskie;Polska;1,2;NA
16217;M1309974909;01.11.2021;31.10.2022;170000;TAK;św. Teresy 18;41-807;Zabrze;śląskie;Polska;1,2;NA
16218;M13101357903;21.03.2021;20.03.2022;350000;TAK;Lidzka 12;51-348;Wrocław;dolnośląskie;Polska;1,2;NA
16219;M13101508503;19.03.2021;18.03.2022;210000;TAK;Grodziszowice 5;55-216;Grodziszowice;dolnośląskie;Polska;1,2;NA
16220;M1310158909;03.10.2021;02.10.2022;280000;TAK;Poklatki 11;63-005;Poklatki;wielkopolskie;Polska;1,2;NA
16221;M1310159409;03.10.2021;02.10.2022;350000;TAK;Polna 5b;44-293;Szczerbice;śląskie;Polska;1,2;NA
16222;M1310168909;01.10.2021;30.09.2022;124000;TAK;Elfów 43;43-100;Tychy;śląskie;Polska;1,2;NA
16223;M1310174309;25.09.2021;24.09.2022;920000;TAK;Aleje Jerozolimskie 198F;02-495;Warszawa;mazowieckie;Polska;1,2;NA
16224;M1310186309;01.10.2021;30.09.2022;270000;TAK;Podlesie Duże 86c;26-804;Podlesie Duże;mazowieckie;Polska;1,2;NA
16225;M13101984203;31.03.2021;30.03.2022;470000;TAK;Ojca Augustyna Kordeckiego 11A;05-123;Chotomów;mazowieckie;Polska;1,2;NA
16226;M13101990803;27.03.2021;26.03.2022;310000;TAK;Poznańska 35B;59-220;Legnica;dolnośląskie;Polska;1,2;NA
16227;M13101991503;30.04.2021;29.04.2022;410000;TAK;Aleja Stanów Zjednoczonych 72;04-036;Warszawa;mazowieckie;Polska;1,2;NA
16228;M1310222509;24.09.2021;23.09.2022;124000;TAK;Polna 28D;43-251;Pawłowice;śląskie;Polska;1,2;NA
16229;M1310229909;03.10.2021;02.10.2022;350000;TAK;Modrzewiowa 6;95-035;Katarzynów;łódzkie;Polska;1,2;NA
16230;M1310239309;03.10.2021;02.10.2022;135000;TAK;Budowlanych 45b;44-217;Rybnik;śląskie;Polska;1,2;NA
16231;M1310242909;01.12.2021;30.11.2022;640000;TAK;Osiedlowa 5;87-162;Krobia;kujawsko-pomorskie;Polska;1,2;NA
16232;M13102455203;19.03.2021;18.03.2022;220000;TAK;ks. Piotra Skargi 4;41-500;Chorzów;śląskie;Polska;1,2;NA
16233;M1310253209;02.10.2021;01.10.2022;290000;TAK;Os. Jana III Sobieskiego 16;60-688;Poznań;wielkopolskie;Polska;1,2;NA
16234;M1310264909;03.10.2021;02.10.2022;140000;TAK;Przyszłości 64;44-119;Gliwice;śląskie;Polska;1,2;NA
16235;M1310285609;21.09.2021;20.09.2022;401332;TAK;Bogusławskiego 18;01-923;Warszawa;mazowieckie;Polska;1,2;NA
16236;M1310293409;03.10.2021;02.10.2022;265000;TAK;Okęcka 6;02-653;Warszawa;mazowieckie;Polska;1,2;NA
16237;M1310295809;11.09.2021;10.09.2022;390000;TAK;Wojciecha Kossaka 8;32-800;Brzesko;małopolskie;Polska;1,2;NA
16238;M1310310909;22.09.2021;21.09.2022;120000;TAK;Salamandry 3;03-982;Warszawa;mazowieckie;Polska;1,2;NA
16239;M1310342009;03.10.2021;02.10.2022;385000;TAK;Dobrego Pasterza 99B;31-416;Kraków;małopolskie;Polska;1,2;NA
16240;M13103732603;20.03.2021;19.03.2022;160000;TAK;Brzozowa 11;32-660;Chełmek;małopolskie;Polska;1,2;NA
16241;M1310475009;02.10.2021;01.10.2022;220000;TAK;Malinowskiego 26;42-125;Kamyk;śląskie;Polska;1,2;NA
16242;M13105895303;22.03.2021;21.03.2022;415000;TAK;Kamionki 6C;09-412;Kamionki;mazowieckie;Polska;1,2;NA
16243;M1310635109;01.10.2021;30.09.2022;288000;TAK;Przecław 84;72-005;Przecław;zachodniopomorskie;Polska;1,2;NA
16244;M1310635509;12.09.2021;11.09.2022;420000;TAK;Storczykowa 55;04-535;Warszawa;mazowieckie;Polska;1,2;NA
16245;M1310635609;02.10.2021;01.10.2022;220000;TAK;Legionów 12;76-270;Ustka;pomorskie;Polska;1,2;NA
16246;M13107071003;02.04.2021;01.04.2022;135400;TAK;Kolejarzy 13;21-540;Małaszewicze;lubelskie;Polska;1,2;NA
16247;M13108510203;29.04.2021;28.04.2022;410000;TAK;Miedziana 12;59-300;Osiek;dolnośląskie;Polska;1,2;NA
16248;M13109856603;20.03.2021;19.03.2022;270000;TAK;Jana Ostroroga 22;63-100;Śrem;wielkopolskie;Polska;1,2;NA
16249;M13110008803;22.03.2021;21.03.2022;270000;TAK;Królowej Jadwigi 15;05-200;Wołomin;mazowieckie;Polska;1,2;NA
16250;M1311111109;01.10.2021;30.09.2022;250000;TAK;Prof. Szafera Władysława 74;71-245;Szczecin;zachodniopomorskie;Polska;1,2;NA
16251;M13111124403;06.04.2021;05.04.2022;349000;TAK;Krzemowa 4b;80-041;Gdańsk;pomorskie;Polska;1,2;NA
16252;M13111125503;07.04.2021;06.04.2022;220000;TAK;Łódzka 238b;62-800;Kalisz;wielkopolskie;Polska;1,2;NA
16253;M13111140303;01.04.2021;31.03.2022;680000;TAK;Gen. Mikołaja Bołtucia 8;52-203;Wrocław;dolnośląskie;Polska;1,2;NA
16254;M13111146803;27.03.2021;26.03.2022;520000;TAK;Koszykowa 82B;02-008;Warszawa;mazowieckie;Polska;1,2;NA
16255;M1311118009;30.09.2021;29.09.2022;240000;TAK;Grabianowo 9;63-112;Brodnica;wielkopolskie;Polska;1,2;NA
16256;M13111212603;20.03.2021;19.03.2022;220000;TAK;Kramarska 6;04-437;Warszawa;mazowieckie;Polska;1,2;NA
16257;M1311153309;25.09.2021;24.09.2022;620000;TAK;Leszczynowa 24;15-523;Grabówka;podlaskie;Polska;1,2;NA
16258;M1311154109;29.08.2021;28.08.2022;433000;TAK;Parzniew - Działkowa 151;05-808;Pruszków;mazowieckie;Polska;1,2;NA
16259;M13112185803;02.04.2021;01.04.2022;590000;TAK;Polna 29;56-210;Wąsosz;dolnośląskie;Polska;1,2;NA
16260;M13112423103;25.03.2021;24.03.2022;586000;TAK;Zaciszna 9;72-006;Mierzyn;zachodniopomorskie;Polska;1,2;NA
16261;M13112563203;29.03.2021;28.03.2022;473000;TAK;Prymasa Augusta Hlonda 10E;02-972;Warszawa;mazowieckie;Polska;1,2;NA
16262;M13112566203;21.03.2021;20.03.2022;1050000;TAK;Czesława Miłosza 1;05-520;Bielawa;mazowieckie;Polska;1,2;NA
16263;M13112577903;13.04.2021;12.04.2022;210000;TAK;Bolesława Chrobrego 5;73-200;Choszczno;zachodniopomorskie;Polska;1,2;NA
16264;M13113301203;20.03.2021;19.03.2022;470000;TAK;Radnych 10;05-800;Pruszków;mazowieckie;Polska;1,2;NA
16265;M1311366609;01.09.2021;31.08.2022;160000;TAK;Branickiego 18;02-972;Warszawa;mazowieckie;Polska;1,2;NA
16266;M13114170803;20.03.2021;19.03.2022;120000;TAK;Armii Poznań 26;64-600;Oborniki;wielkopolskie;Polska;1,2;NA
16267;M13114307403;20.03.2021;19.03.2022;393264;TAK;Przecław 55a;72-005;Przecław;zachodniopomorskie;Polska;1,2;NA
16268;M13114919103;19.03.2021;18.03.2022;290000;TAK;Topolowa 26;66-210;Zbąszynek;lubuskie;Polska;1,2;NA
16269;M13114929603;17.04.2021;16.04.2022;4,00E+05;TAK;Inflancka 19;00-189;Warszawa;mazowieckie;Polska;1,2;NA
16270;M13115020403;20.03.2021;19.03.2022;310000;TAK;Cybernetyki 2B;02-677;Warszawa;mazowieckie;Polska;1,2;NA
16271;M13115026403;20.03.2021;19.03.2022;110000;TAK;Egejska 5;02-764;Warszawa;mazowieckie;Polska;1,2;NA
16272;M13115044203;26.03.2021;25.03.2022;2,00E+05;TAK;Waleriana Łukasińskiego 2;05-820;Piastów;mazowieckie;Polska;1,2;NA
16273;M13115045403;28.03.2021;27.03.2022;5,00E+05;TAK;Szkolna 8a;05-506;Lesznowola;mazowieckie;Polska;1,2;NA
16274;M13115100403;20.03.2021;19.03.2022;357000;TAK;Klęczany 215B;39-127;Klęczany;podkarpackie;Polska;1,2;NA
16275;M1311610609;04.10.2021;03.10.2022;680000;TAK;Gwiezdna 23;42-270;Kłomnice;śląskie;Polska;1,2;NA
16276;M1311613209;06.11.2021;05.11.2022;90000;TAK;Tadeusza Kościuszki 8;10-502;Olsztyn;warmińsko-mazurskie;Polska;1,2;NA
16277;M13116231803;30.04.2021;29.04.2022;470000;TAK;Urbanistów 6;02-397;Warszawa;mazowieckie;Polska;1,2;NA
16278;M13116410703;20.03.2021;19.03.2022;120000;TAK;Akacjowa 5/1;57-402;Nowa Ruda;dolnośląskie;Polska;1,2;NA
16279;M1311665309;05.10.2021;04.10.2022;350000;TAK;Szkolna 23;62-070;Dopiewo;wielkopolskie;Polska;1,2;NA
16280;M13116811603;20.03.2021;19.03.2022;215000;TAK;Atłasowa 1;15-680;Białystok;podlaskie;Polska;1,2;NA
16281;M1311685309;28.08.2021;27.08.2022;297000;TAK;Serdeczna 17i;62-020;Zalasewo;wielkopolskie;Polska;1,2;NA
16282;M1311716409;24.10.2021;23.10.2022;240000;TAK;Tadeusza Kościuszki 39;55-300;Środa Śląska;dolnośląskie;Polska;1,2;NA
16283;M13117190303;09.04.2021;08.04.2022;175000;TAK;K. Szoslanda 40;05-825;Adamowizna;mazowieckie;Polska;1,2;NA
16284;M13117285803;20.03.2021;19.03.2022;2,00E+05;TAK;Santocka 17B;71-113;Szczecin;zachodniopomorskie;Polska;1,2;NA
16285;M13117453303;01.04.2021;31.03.2022;435000;TAK;Rumiankowa 3;58-200;Dzierżoniów;dolnośląskie;Polska;1,2;NA
16286;M13117456803;28.03.2021;27.03.2022;230000;TAK;Krzywa 1c;72-600;Świnoujście;zachodniopomorskie;Polska;1,2;NA
16287;M13117459803;25.04.2021;24.04.2022;560850;TAK;Sportowa 10;63-004;Gowarzewo;wielkopolskie;Polska;1,2;NA
16288;M13117820403;23.03.2021;22.03.2022;440000;TAK;Jabłoniowa 26D;81-198;Pierwoszyno;pomorskie;Polska;1,2;NA
16289;M13118464903;20.03.2021;19.03.2022;265000;TAK;Juliusza Słowackiego 66;62-300;Września;wielkopolskie;Polska;1,2;NA
16290;M13118632803;21.03.2021;20.03.2022;430000;TAK;Stanisława Rożanowicza 28;86-300;Grudziądz;kujawsko-pomorskie;Polska;1,2;NA
16291;M13119535603;21.03.2021;20.03.2022;450000;TAK;Powstańców Warszawskich 28;80-152;Gdańsk;pomorskie;Polska;1,2;NA
16292;M1311999508;14.02.2021;13.02.2022;204000;TAK;Franciszka Fenikowskiego 27;84-200;Wejherowo;pomorskie;Polska;1,2;NA
16293;M13120064903;20.03.2021;19.03.2022;330000;TAK;Stefana Okrzei 22;27-400;Ostrowiec Świętokrzyski;świętokrzyskie;Polska;1,2;NA
16294;M13120165103;20.03.2021;19.03.2022;186000;TAK;Podgórna 57;93-272;Łódź;łódzkie;Polska;1,2;NA
16295;M1312068608;12.01.2021;11.01.2022;1440000;TAK;Źródlana 1;05-822;Milanówek;mazowieckie;Polska;1,2;NA
16296;M1312068609;12.01.2022;11.01.2023;1440000;TAK;Źródlana 1;05-822;Milanówek;mazowieckie;Polska;1,2;NA
16297;M1312071409;20.09.2021;19.09.2022;120000;TAK;Międzyborska 19;04-041;Warszawa;mazowieckie;Polska;1,2;NA
16298;M13120720503;27.03.2021;26.03.2022;526000;TAK;Bankowa 5;05-806;Komorów;mazowieckie;Polska;1,2;NA
16299;M1312092009;31.08.2021;30.08.2022;1460000;TAK;Krasnowolska 51C;02-849;Warszawa;mazowieckie;Polska;1,2;NA
16300;M13121330603;25.03.2021;24.03.2022;363992;TAK;Wyrzyska 20;85-441;Bydgoszcz;kujawsko-pomorskie;Polska;1,2;NA
16301;M1312133309;04.10.2021;03.10.2022;135000;TAK;Leszczyńskiego Stanisława 101;85-137;Bydgoszcz;kujawsko-pomorskie;Polska;1,2;NA
16302;M13121340403;12.05.2021;11.05.2022;575000;TAK;Makowa 8;62-006;Kobylnica;wielkopolskie;Polska;1,2;NA
16303;M13121344103;01.04.2021;31.03.2022;490000;TAK;Franciszka Bohomolca 5;31-416;Kraków;małopolskie;Polska;1,2;NA
16304;M13121346003;06.05.2021;05.05.2022;6,00E+05;TAK;Kryształowa (Wesoła) 22;05-077;Warszawa;mazowieckie;Polska;1,2;NA
16305;M1312156209;30.09.2021;29.09.2022;4,00E+05;TAK;Żeglugi Wiślanej 8;03-043;Warszawa;mazowieckie;Polska;1,2;NA
16306;M1312157609;12.09.2021;11.09.2022;770000;TAK;Przanowskiego Władysława 11;01-457;Warszawa;mazowieckie;Polska;1,2;NA
16307;M1312158009;30.08.2021;29.08.2022;1540000;TAK;Celulozy 34f;04-986;Warszawa;mazowieckie;Polska;1,2;NA
16308;M1312207609;11.09.2021;10.09.2022;50000;TAK;Międzynarodowa 61;03-922;Warszawa;mazowieckie;Polska;1,2;NA
16309;M13122288103;20.03.2021;19.03.2022;440000;TAK;Jana Kilińskiego 17;42-610;Miasteczko Śląskie;śląskie;Polska;1,2;NA
16310;M13123121403;01.04.2021;31.03.2022;3,00E+05;TAK;Wesoła 52;62-023;Szczytniki;wielkopolskie;Polska;1,2;NA
16311;M13123122503;27.03.2021;26.03.2022;520000;TAK;Sportowa 25;97-320;Wolbórz;łódzkie;Polska;1,2;NA
16312;M13123138103;21.03.2021;20.03.2022;75000;TAK;Lotnictwa Polskiego 16;60-406;Poznań;wielkopolskie;Polska;1,2;NA
16313;M13123146103;21.03.2021;20.03.2022;284000;TAK;Jaśminowa 10;62-090;Rokietnica;wielkopolskie;Polska;1,2;NA
16314;M13123283803;23.03.2021;22.03.2022;230000;TAK;Maszewska 35;01-925;Warszawa;mazowieckie;Polska;1,2;NA
16315;M1312335409;04.09.2021;03.09.2022;460000;TAK;Poselska 3;05-402;Otwock;mazowieckie;Polska;1,2;NA
16316;M1312337409;11.09.2021;10.09.2022;170000;TAK;Kaźmierska 3;62-506;Konin;wielkopolskie;Polska;1,2;NA
16317;M13123381303;25.04.2021;24.04.2022;250000;TAK;Rajmunda Kuczmy 12;85-409;Bydgoszcz;kujawsko-pomorskie;Polska;1,2;NA
16318;M13123382703;30.03.2021;29.03.2022;190000;TAK;Młodych Patriotów 4;44-122;Gliwice;śląskie;Polska;1,2;NA
16319;M13123384703;21.03.2021;20.03.2022;210000;TAK;Generała Andersa 2;05-480;Karczew;mazowieckie;Polska;1,2;NA
16320;M1312345709;31.12.2021;30.12.2022;90000;TAK;Juliusza Kossaka 15;93-213;Łódź;łódzkie;Polska;1,2;NA
16321;M13123709203;26.03.2021;25.03.2022;110000;TAK;Tadeusza Kościuszki 29E;69-200;Sulęcin;lubuskie;Polska;1,2;NA
16322;M13123725603;05.04.2021;04.04.2022;440000;TAK;1 Maja 37/1;62-030;Luboń;wielkopolskie;Polska;1,2;NA
16323;M13123727003;30.04.2021;29.04.2022;610000;TAK;Sienkiewicza 57;82-400;Sztumskie Pole;pomorskie;Polska;1,2;NA
16324;M13123729203;18.06.2021;17.06.2022;1,00E+05;TAK;Fabryczna 16/22;00-446;Warszawa;mazowieckie;Polska;1,2;NA
16325;M13123733503;24.03.2021;23.03.2022;3,00E+05;TAK;Wiosenna 36;96-323;Zimnice;mazowieckie;Polska;1,2;NA
16326;M13123733803;23.03.2021;22.03.2022;570000;TAK;Gorzysław 68a;72-320;Gorzysław;zachodniopomorskie;Polska;1,2;NA
16327;M1312405409;05.10.2021;04.10.2022;2,00E+05;TAK;Manhatan 5;43-450;Ustroń;śląskie;Polska;1,2;NA
16328;M1312407609;03.09.2021;02.09.2022;150000;TAK;Grunwaldzka 11;14-100;Ostróda;warmińsko-mazurskie;Polska;1,2;NA
16329;M1312455709;06.10.2021;05.10.2022;6,00E+05;TAK;Poprzeczna 4;55-002;Kamieniec Wrocławski;dolnośląskie;Polska;1,2;NA
16330;M13124677203;20.03.2021;19.03.2022;430000;TAK;Piękna 7;32-082;Zelków;małopolskie;Polska;1,2;NA
16331;M1312477209;06.10.2021;05.10.2022;4,00E+05;TAK;Bożeny 18a;61-054;Poznań;wielkopolskie;Polska;1,2;NA
16332;M13124783603;20.03.2021;19.03.2022;1,00E+05;TAK;Wrotkowska 2A;20-469;Lublin;lubelskie;Polska;1,2;NA
16333;M1312486009;06.10.2021;05.10.2022;155000;TAK;Szkolna 28;44-335;Jastrzębie-Zdrój;śląskie;Polska;1,2;NA
16334;M13125389603;30.03.2021;29.03.2022;240000;TAK;Polonijna 16;30-668;Kraków;małopolskie;Polska;1,2;NA
16335;M1312590509;12.09.2021;11.09.2022;790000;TAK;Kazimierzowska 43;02-572;Warszawa;mazowieckie;Polska;1,2;NA
16336;M13126301003;21.03.2021;20.03.2022;240000;TAK;Nasielska 23;04-343;Warszawa;mazowieckie;Polska;1,2;NA
16337;M1312733609;05.10.2021;04.10.2022;210000;TAK;Niekłańska 42;03-924;Warszawa;mazowieckie;Polska;1,2;NA
16338;M1312759109;31.08.2021;30.08.2022;290000;TAK;Dworcowa 40;10-437;Olsztyn;warmińsko-mazurskie;Polska;1,2;NA
16339;M1312764209;07.10.2021;06.10.2022;130000;TAK;Władysława Sikorskiego 73;11-400;Kętrzyn;warmińsko-mazurskie;Polska;1,2;NA
16340;M1312797509;06.10.2021;05.10.2022;205000;TAK;Wojska Polskiego 13;11-430;Korsze;warmińsko-mazurskie;Polska;1,2;NA
16341;M13127983803;21.03.2021;20.03.2022;3,00E+05;TAK;Serdeczna 27A;62-020;Zalasewo;wielkopolskie;Polska;1,2;NA
16342;M1312823009;09.09.2021;08.09.2022;50000;TAK;Wojewódzka 18;58-560;Jelenia Góra;dolnośląskie;Polska;1,2;NA
